t_ms,grf_L,copx_L,copy_L,grf_R,copx_R,copy_R,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23
35360,0.236,0.6043,0.5465,795.224,0.4109,0.4202,0.000,0.000,0.000,0.010,0.000,0.008,0.000,0.000,0.010,0.050,0.000,0.056,0.030,0.008,0.000,0.000,0.022,0.000,0.026,0.000,0.000,0.017,0.000,0.000,97.607,52.006,22.949,54.398,28.575,52.180,20.925,27.494,78.814,57.897,33.741,12.258,50.617,86.430,8.790,13.154,12.458,9.669,11.002,12.402,21.763,19.644,8.855,1.599
39761,524.522,0.5461,0.7569,186.935,0.3902,0.2498,1.260,4.828,2.294,3.036,3.383,10.008,3.760,3.754,9.517,10.898,7.472,2.244,5.918,10.414,17.318,37.379,32.859,14.438,4.110,91.435,109.530,77.181,42.853,18.635,66.818,32.215,9.490,33.356,6.640,5.252,3.367,3.813,4.634,5.628,3.625,1.031,3.157,5.508,0.944,0.194,0.187,0.000,0.174,0.127,0.198,0.000,0.578,0.000
35374,0.143,0.6420,0.4903,793.071,0.4108,0.4197,0.000,0.000,0.000,0.015,0.009,0.018,0.000,0.014,0.016,0.000,0.000,0.018,0.000,0.014,0.000,0.010,0.000,0.010,0.000,0.000,0.000,0.018,0.000,0.000,98.229,51.973,22.203,54.129,28.821,52.556,21.287,27.555,77.666,57.812,33.846,12.660,50.209,86.668,8.719,12.424,12.129,9.131,10.555,11.678,21.418,20.293,9.494,1.615
39777,524.422,0.5464,0.7570,298.068,0.4124,0.4196,2.247,4.632,2.674,2.269,2.398,9.147,3.189,4.038,10.075,10.823,7.289,1.861,6.652,10.288,18.323,38.010,33.063,14.663,4.728,90.326,109.247,77.114,42.317,19.047,36.501,20.205,7.929,20.721,10.268,19.262,8.294,10.523,28.897,21.932,12.768,4.789,18.176,32.986,3.438,4.554,4.259,4.388,5.190,4.047,8.251,6.995,3.333,0.362
35388,0.221,0.5955,0.4500,793.495,0.4111,0.4202,0.033,0.000,0.000,0.023,0.000,0.011,0.000,0.043,0.000,0.013,0.024,0.016,0.000,0.015,0.000,0.000,0.000,0.012,0.006,0.000,0.000,0.000,0.024,0.000,97.750,52.307,22.501,53.878,28.438,52.725,21.196,27.506,78.704,56.746,34.076,12.707,50.080,85.947,8.226,12.861,12.915,9.470,10.498,11.522,22.304,20.448,9.313,1.375
35402,0.140,0.5947,0.5115,791.937,0.4110,0.4193,0.000,0.017,0.000,0.000,0.015,0.000,0.000,0.000,0.013,0.013,0.000,0.000,0.026,0.000,0.028,0.005,0.000,0.010,0.000,0.010,0.000,0.000,0.000,0.003,98.672,52.505,22.540,53.679,28.196,52.157,21.105,27.900,78.056,57.089,33.557,12.854,50.381,86.084,8.592,12.000,12.807,9.356,9.931,11.601,21.874,20.428,8.814,1.760
39791,0.206,0.5373,0.6577,299.813,0.4097,0.4222,0.000,0.017,0.006,0.000,0.004,0.003,0.000,0.000,0.000,0.006,0.023,0.012,0.000,0.006,0.025,0.000,0.000,0.003,0.000,0.036,0.018,0.011,0.013,0.021,36.996,19.076,8.798,20.687,10.753,19.195,8.453,10.536,29.043,21.841,12.789,4.370,19.052,32.054,3.140,5.041,4.610,4.053,3.409,4.435,9.030,7.904,3.764,0.786
35416,0.242,0.5435,0.5049,1717.965,0.3952,0.7058,0.046,0.000,0.004,0.021,0.000,0.019,0.000,0.000,0.000,0.000,0.026,0.013,0.000,0.021,0.014,0.026,0.000,0.009,0.000,0.000,0.000,0.034,0.000,0.010,42.896,23.852,13.083,24.700,17.208,40.255,14.895,18.509,51.618,43.355,26.290,10.682,33.497,57.126,31.113,96.611,129.600,81.349,29.072,154.932,248.884,253.118,179.843,95.477
39805,0.124,0.6860,0.4569,294.587,0.4102,0.4188,0.000,0.000,0.000,0.000,0.041,0.028,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.014,0.004,0.000,0.000,0.003,0.020,0.000,0.000,0.000,0.009,0.000,36.898,19.423,8.197,19.881,10.048,20.003,8.199,10.930,28.527,21.304,12.078,4.749,18.631,32.115,3.459,5.029,4.487,3.380,4.134,4.102,7.505,7.594,3.096,0.818
39818,0.206,0.5820,0.4833,294.199,0.4105,0.4219,0.021,0.000,0.000,0.035,0.009,0.021,0.016,0.000,0.017,0.000,0.016,0.002,0.000,0.000,0.000,0.000,0.000,0.011,0.011,0.020,0.011,0.000,0.000,0.015,36.602,18.564,8.298,19.838,11.085,18.801,7.384,9.964,29.568,21.508,12.341,5.063,18.391,31.869,3.576,4.602,4.556,3.537,3.696,4.835,8.625,7.765,3.452,0.280
35429,0.132,0.6234,0.6229,1718.197,0.3955,0.7052,0.000,0.000,0.018,0.000,0.000,0.000,0.011,0.014,0.000,0.000,0.000,0.000,0.009,0.002,0.000,0.002,0.026,0.000,0.000,0.000,0.000,0.000,0.041,0.010,43.154,24.181,13.937,24.922,18.108,39.541,15.512,17.023,52.224,43.080,25.825,9.884,34.939,56.999,30.869,96.979,129.653,80.805,29.536,153.774,249.316,253.093,180.196,94.647
35443,0.215,0.5413,0.4833,1718.686,0.3954,0.7051,0.006,0.019,0.002,0.000,0.000,0.033,0.012,0.003,0.000,0.034,0.000,0.015,0.035,0.000,0.010,0.018,0.003,0.024,0.000,0.000,0.000,0.000,0.002,0.000,43.114,24.777,13.890,25.149,16.637,40.184,15.610,17.088,52.484,43.239,26.150,9.638,34.342,58.046,30.501,96.473,129.816,81.113,28.578,154.102,249.104,253.738,180.089,94.822
39832,0.225,0.6124,0.4750,295.152,0.4109,0.4198,0.022,0.007,0.000,0.000,0.031,0.000,0.000,0.000,0.030,0.017,0.011,0.000,0.020,0.023,0.031,0.017,0.000,0.000,0.000,0.000,0.004,0.009,0.005,0.000,36.332,19.325,8.391,20.223,10.740,19.613,8.308,10.074,28.933,21.354,12.735,4.746,18.930,32.136,2.969,4.068,3.767,4.090,3.765,4.673,8.691,7.792,2.676,0.821
35457,0.235,0.5824,0.5389,1719.519,0.3953,0.7056,0.027,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.026,0.024,0.023,0.002,0.006,0.018,0.009,0.017,0.026,0.018,0.000,0.007,0.014,0.009,0.000,0.000,43.731,24.059,13.272,24.524,16.845,39.435,14.939,17.673,51.697,43.206,26.515,10.218,34.799,58.127,31.179,97.184,129.745,80.872,28.774,154.332,248.850,254.281,180.480,94.781
39853,0.250,0.5451,0.5772,297.431,0.4104,0.4220,0.000,0.000,0.032,0.021,0.000,0.014,0.000,0.000,0.028,0.022,0.000,0.000,0.008,0.000,0.000,0.000,0.041,0.000,0.003,0.042,0.021,0.000,0.000,0.017,36.467,19.206,8.332,20.521,10.087,19.323,8.847,9.987,29.099,21.616,12.965,5.002,18.910,32.121,3.312,4.522,4.692,3.104,3.997,4.762,7.369,8.185,3.524,1.480
35471,0.185,0.6098,0.4985,1719.750,0.3951,0.7049,0.035,0.000,0.000,0.000,0.021,0.000,0.000,0.014,0.000,0.000,0.002,0.014,0.023,0.000,0.007,0.000,0.022,0.025,0.000,0.000,0.023,0.000,0.000,0.000,43.139,24.732,14.146,24.596,17.469,39.966,15.252,18.544,51.628,42.435,26.096,10.818,34.256,57.286,31.232,96.967,130.317,81.496,28.599,154.772,249.239,253.504,179.273,93.989
39867,0.107,0.6656,0.4359,644.333,0.3952,0.7063,0.019,0.000,0.000,0.000,0.023,0.000,0.000,0.007,0.000,0.004,0.000,0.000,0.005,0.018,0.000,0.019,0.000,0.001,0.012,0.000,0.000,0.000,0.000,0.000,15.733,9.345,4.789,9.029,6.066,14.728,5.747,6.724,19.375,16.110,9.687,3.570,13.380,21.364,12.223,37.278,48.621,30.425,10.949,57.707,93.454,95.105,67.137,35.786
35485,0.211,0.5758,0.4889,1717.770,0.3955,0.7055,0.000,0.000,0.015,0.037,0.000,0.000,0.025,0.039,0.000,0.000,0.006,0.010,0.000,0.001,0.023,0.019,0.000,0.000,0.015,0.000,0.002,0.000,0.018,0.000,42.948,23.439,13.289,24.680,18.119,39.371,15.630,17.594,52.000,42.873,25.814,10.249,34.791,57.961,31.553,97.380,129.369,81.120,28.933,154.219,248.484,253.217,179.456,95.278
39881,0.171,0.5634,0.4416,648.472,0.3953,0.7048,0.018,0.043,0.000,0.005,0.000,0.007,0.009,0.000,0.000,0.014,0.000,0.000,0.030,0.000,0.011,0.000,0.000,0.000,0.000,0.012,0.000,0.021,0.000,0.000,16.457,9.297,5.339,8.948,6.646,15.337,5.915,6.160,20.120,16.033,10.355,3.715,13.337,21.727,11.667,36.050,49.153,30.358,10.579,58.427,93.662,95.543,67.884,35.762
35499,0.133,0.6218,0.6434,1715.483,0.3955,0.7057,0.011,0.000,0.000,0.000,0.000,0.007,0.001,0.009,0.004,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.011,0.000,0.034,0.013,0.000,0.011,0.000,0.015,43.176,24.606,13.231,24.490,16.819,38.742,15.470,17.420,52.438,43.352,25.769,10.779,34.060,56.872,30.669,96.583,129.017,81.341,29.380,154.496,248.899,253.723,179.374,94.776
39902,0.157,0.6880,0.5404,647.959,0.3950,0.7052,0.000,0.000,0.005,0.000,0.005,0.000,0.014,0.000,0.011,0.000,0.008,0.009,0.023,0.037,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.010,0.009,0.000,16.382,9.603,4.784,8.182,7.233,15.182,6.155,6.201,19.413,16.315,10.531,3.653,13.284,21.749,12.274,36.573,48.172,30.631,10.564,58.004,93.881,95.885,67.752,35.553
35513,0.164,0.5635,0.5863,1717.417,0.3955,0.7056,0.010,0.000,0.000,0.000,0.000,0.010,0.024,0.000,0.009,0.026,0.000,0.000,0.020,0.000,0.000,0.004,0.000,0.000,0.000,0.014,0.000,0.000,0.044,0.003,43.323,24.600,13.010,24.993,16.930,39.260,15.740,17.136,51.531,43.182,26.149,10.126,34.365,56.973,30.969,96.691,130.344,81.681,29.356,153.445,249.467,253.101,180.187,94.858
35534,0.182,0.6565,0.5091,1392.089,0.3561,0.7565,0.000,0.000,0.000,0.000,0.004,0.000,0.025,0.036,0.013,0.000,0.000,0.006,0.032,0.012,0.000,0.026,0.013,0.007,0.000,0.000,0.000,0.008,0.000,0.000,9.397,7.744,6.848,6.784,8.049,26.428,9.362,8.595,26.854,28.239,18.495,5.524,16.933,28.905,45.641,98.488,90.616,40.803,11.388,234.923,300.963,215.576,104.128,41.407
39923,0.260,0.6493,0.5624,643.530,0.3952,0.7061,0.000,0.000,0.000,0.038,0.000,0.006,0.000,0.016,0.018,0.003,0.018,0.015,0.038,0.000,0.000,0.022,0.017,0.000,0.017,0.000,0.000,0.013,0.014,0.027,16.282,8.513,5.479,9.106,6.104,14.431,5.530,6.581,20.157,15.992,9.442,3.578,13.267,21.555,11.917,36.579,48.472,30.893,10.164,57.903,93.566,95.060,67.756,35.203
39936,0.251,0.5493,0.5239,646.368,0.3956,0.7048,0.000,0.000,0.020,0.013,0.013,0.025,0.008,0.020,0.011,0.022,0.000,0.028,0.008,0.000,0.026,0.000,0.000,0.000,0.006,0.010,0.016,0.005,0.000,0.020,16.626,9.229,4.965,9.338,6.829,14.796,5.993,6.985,19.354,15.887,10.026,4.116,13.237,20.417,11.667,36.416,47.706,31.897,11.297,57.901,93.548,94.782,68.011,35.344
35547,0.169,0.6585,0.3811,1392.596,0.3561,0.7567,0.000,0.019,0.018,0.011,0.030,0.000,0.000,0.000,0.026,0.005,0.011,0.000,0.032,0.000,0.010,0.000,0.000,0.002,0.006,0.000,0.000,0.000,0.000,0.000,9.977,8.057,6.196,7.536,7.055,26.314,9.776,8.523,26.131,28.985,17.147,5.934,17.236,28.540,44.699,98.855,90.699,40.868,11.595,235.199,301.376,215.244,105.462,41.193
35561,496.862,0.5907,0.2471,1395.024,0.3564,0.7559,102.951,160.234,21.743,90.835,20.606,14.152,11.096,8.899,13.446,13.967,9.197,2.866,8.309,13.541,1.854,1.009,0.000,0.276,1.882,0.000,0.000,0.000,0.000,0.000,9.888,7.748,6.423,7.016,8.200,26.664,10.300,8.737,26.710,28.637,17.491,5.613,17.092,29.748,44.917,98.598,91.219,41.337,10.881,235.035,301.085,215.399,104.626,41.662
39950,0.121,0.6411,0.5338,645.219,0.3961,0.7056,0.000,0.007,0.000,0.018,0.005,0.008,0.000,0.000,0.011,0.013,0.000,0.006,0.000,0.007,0.000,0.000,0.000,0.000,0.013,0.011,0.000,0.000,0.000,0.021,16.982,8.368,5.356,9.177,7.288,14.726,5.869,6.353,19.592,15.494,9.382,4.254,12.416,21.584,11.226,36.602,47.836,30.143,11.585,57.858,93.480,95.653,68.162,35.833
39964,0.221,0.4986,0.4815,522.409,0.3556,0.7565,0.019,0.002,0.028,0.000,0.002,0.000,0.009,0.044,0.006,0.032,0.012,0.000,0.000,0.000,0.033,0.000,0.006,0.000,0.000,0.009,0.012,0.000,0.000,0.006,3.553,2.963,2.405,2.749,2.852,10.496,2.952,3.270,9.517,10.927,6.947,2.138,7.095,10.506,16.752,36.637,34.285,15.532,4.350,88.562,113.860,79.495,39.018,15.549
35575,499.500,0.5906,0.2510,1392.956,0.3559,0.7564,101.940,160.458,22.074,90.657,20.024,14.123,10.694,9.379,13.432,14.733,8.661,2.995,8.397,13.981,2.174,0.363,0.585,1.223,1.373,0.606,0.622,0.761,0.098,0.148,9.811,7.636,6.428,7.019,7.905,26.477,9.701,8.205,26.360,29.353,18.344,6.179,16.613,29.011,44.835,99.195,90.356,40.754,11.092,234.568,301.273,215.309,105.391,41.142
35589,498.925,0.5909,0.2487,1392.698,0.3561,0.7573,102.824,160.098,22.418,89.878,20.953,14.483,10.922,9.561,13.670,14.135,8.753,2.348,8.513,14.219,1.636,1.320,0.161,0.720,1.595,0.718,0.000,0.000,0.000,0.000,9.770,7.253,6.286,6.008,7.534,25.813,9.457,8.193,26.012,29.482,17.765,6.113,18.065,29.368,45.055,99.200,90.637,40.296,11.840,235.385,300.726,215.664,105.167,41.609
39978,0.140,0.6489,0.6122,516.538,0.3559,0.7596,0.006,0.000,0.000,0.016,0.000,0.001,0.000,0.000,0.022,0.002,0.006,0.000,0.000,0.008,0.001,0.000,0.000,0.025,0.000,0.000,0.027,0.010,0.006,0.011,4.043,2.870,1.762,1.739,2.985,9.746,3.336,2.451,9.409,10.066,5.973,2.096,6.068,10.786,17.009,36.273,34.786,14.648,4.516,88.634,112.973,80.075,38.834,15.462
35603,499.248,0.5925,0.2491,1393.560,0.3564,0.7566,102.963,159.919,22.167,91.017,20.936,13.243,11.357,8.499,13.568,13.436,9.099,2.414,8.743,15.125,1.834,0.604,0.731,1.091,2.032,0.380,0.000,0.088,0.000,0.000,9.395,7.439,6.110,6.692,8.295,25.791,9.858,8.492,26.218,29.709,18.245,6.258,17.548,29.257,44.098,99.747,89.975,40.904,11.975,235.355,300.669,214.934,105.334,41.266
39992,0.202,0.5750,0.4673,521.406,0.3571,0.7571,0.000,0.000,0.019,0.039,0.015,0.001,0.011,0.016,0.001,0.028,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.023,0.000,0.012,4.250,2.627,1.603,3.356,2.664,9.285,3.371,3.028,10.274,10.319,6.182,2.606,6.802,10.547,16.942,36.763,34.451,15.563,4.434,88.072,112.622,80.924,38.731,15.991
35617,793.572,0.6175,0.4208,1389.100,0.3560,0.7570,57.150,91.944,23.795,54.642,26.119,52.803,21.236,28.602,78.533,57.290,35.339,12.430,48.217,86.488,8.288,13.955,11.967,8.023,10.395,9.663,20.939,22.192,10.791,2.769,9.497,7.992,5.387,7.528,8.224,26.241,9.017,8.625,25.415,28.972,18.207,6.114,17.295,28.352,44.018,98.871,89.868,40.973,11.338,234.990,301.542,215.374,104.527,40.733
40006,183.693,0.5872,0.2454,516.891,0.3563,0.7574,38.489,60.181,8.327,34.083,6.901,5.527,3.294,3.118,4.122,5.650,3.970,0.598,2.014,5.566,0.822,0.343,0.000,0.134,0.555,0.000,0.000,0.000,0.000,0.000,3.260,2.808,2.967,2.193,3.094,9.517,4.026,2.804,9.749,10.285,6.339,1.945,6.949,10.249,16.035,36.469,34.135,15.691,4.124,87.798,112.220,80.496,38.543,15.197
40020,189.336,0.5937,0.2516,526.025,0.3557,0.7553,38.640,61.157,7.818,33.606,7.671,5.558,3.749,2.842,5.895,5.525,3.650,1.124,2.473,6.478,0.504,0.694,0.458,0.404,0.758,0.000,0.000,0.000,0.332,0.000,4.160,3.112,2.473,2.298,3.116,9.489,3.881,3.584,9.625,10.888,6.820,3.031,6.126,11.000,17.879,37.231,34.086,15.182,4.821,88.758,113.329,81.043,38.869,15.224
35631,795.581,0.6172,0.4205,0.181,0.4063,0.6687,57.435,92.585,23.525,54.321,26.134,52.959,21.007,29.360,77.605,57.131,35.872,13.402,48.451,87.100,9.089,13.864,12.337,7.757,10.557,10.311,20.533,21.096,10.330,2.820,0.002,0.024,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.015,0.013,0.001,0.035,0.000,0.005,0.031,0.021,0.000,0.020
35645,794.544,0.6172,0.4210,0.156,0.4077,0.5822,57.203,92.503,23.808,53.269,26.219,52.367,22.355,28.333,78.775,57.552,35.734,12.726,48.189,86.021,9.184,13.102,12.513,7.801,10.821,9.823,20.944,21.867,11.060,2.376,0.000,0.000,0.000,0.000,0.000,0.019,0.020,0.019,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.014,0.000,0.000,0.010,0.000,0.000,0.019,0.023,0.000
40033,186.186,0.5911,0.2514,521.577,0.3552,0.7581,38.000,59.747,8.066,34.631,7.493,4.701,4.052,3.427,4.336,5.405,3.512,0.794,2.868,5.694,0.309,1.052,0.653,0.119,0.622,0.000,0.305,0.007,0.393,0.000,3.688,2.294,1.878,2.499,2.453,10.724,4.218,2.372,9.111,11.219,6.948,2.627,6.561,10.459,16.917,36.291,33.565,15.895,4.807,88.259,112.788,80.868,39.324,15.814
35659,792.372,0.6175,0.4208,0.281,0.4686,0.5577,57.292,92.205,23.355,54.183,26.343,52.242,21.751,27.963,78.354,57.067,35.588,12.478,47.118,86.849,8.267,13.994,12.907,8.800,10.002,10.593,20.536,20.785,11.041,2.658,0.000,0.024,0.000,0.000,0.050,0.009,0.000,0.014,0.010,0.006,0.000,0.000,0.018,0.000,0.000,0.000,0.034,0.046,0.000,0.000,0.026,0.026,0.018,0.000
40047,184.571,0.5927,0.2466,520.899,0.3567,0.7578,38.811,59.665,8.129,33.709,7.673,4.334,4.235,2.877,5.181,5.200,2.881,1.556,2.795,5.912,0.717,0.000,0.088,0.211,0.180,0.000,0.001,0.000,0.015,0.401,3.489,2.432,2.087,2.540,3.220,9.520,3.470,3.289,10.105,10.813,6.647,2.226,6.068,11.310,17.123,36.233,33.591,15.115,4.173,88.330,112.584,81.335,39.176,16.020
35673,792.976,0.6177,0.4206,0.221,0.4327,0.5013,58.019,92.713,23.637,53.644,26.042,52.138,21.516,28.691,78.149,56.533,35.530,12.685,48.419,86.529,8.778,13.428,11.357,7.134,11.049,10.178,21.034,21.890,11.540,2.343,0.000,0.040,0.000,0.000,0.000,0.039,0.000,0.019,0.021,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.039,0.008,0.002,0.034,0.000,0.000
40063,296.084,0.6175,0.4197,517.699,0.3553,0.7596,21.220,34.312,9.164,20.450,9.429,19.968,8.113,10.175,29.829,21.489,12.955,4.639,18.306,32.508,2.927,5.787,4.569,2.395,3.845,2.994,8.157,7.723,4.358,0.774,3.196,2.762,2.517,2.426,2.735,9.482,3.247,2.681,8.986,10.119,6.698,2.946,6.496,9.683,16.445,37.645,33.926,15.112,4.057,87.977,112.574,80.874,39.842,15.272
35686,788.673,0.6182,0.4191,0.248,0.3495,0.5537,57.558,92.686,23.608,54.044,26.573,52.235,21.189,28.000,78.446,56.030,34.913,12.817,48.257,85.667,8.701,12.712,11.934,8.608,10.479,10.212,19.825,21.109,10.496,2.577,0.000,0.000,0.012,0.000,0.010,0.052,0.010,0.013,0.000,0.008,0.016,0.000,0.014,0.008,0.016,0.000,0.006,0.019,0.016,0.027,0.000,0.000,0.003,0.016
40082,297.298,0.6179,0.4195,0.223,0.4552,0.5193,21.861,34.698,8.608,20.393,9.713,19.823,7.995,10.567,29.754,21.146,13.188,5.421,18.194,31.732,2.742,5.343,5.126,3.078,4.004,3.183,8.022,8.123,3.860,0.725,0.021,0.000,0.007,0.005,0.016,0.000,0.038,0.000,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.015,0.010,0.000,0.025,0.000,0.009,0.023
35700,1718.174,0.5904,0.7056,0.185,0.3717,0.6328,25.938,42.051,14.581,24.370,14.793,39.374,15.677,18.911,51.695,42.690,27.276,10.542,32.812,57.776,32.900,100.263,128.776,77.913,27.745,140.385,235.178,254.121,194.108,108.298,0.016,0.000,0.000,0.000,0.000,0.000,0.001,0.023,0.000,0.000,0.000,0.006,0.006,0.000,0.000,0.029,0.037,0.015,0.003,0.036,0.000,0.000,0.013,0.000
40096,297.291,0.6189,0.4213,0.330,0.3717,0.5629,21.206,35.040,8.023,20.857,9.434,19.630,7.788,10.745,29.791,21.001,13.575,4.642,18.209,32.305,2.972,5.886,4.347,2.885,4.156,3.549,7.988,8.071,4.141,1.049,0.000,0.031,0.015,0.000,0.000,0.021,0.022,0.000,0.004,0.008,0.020,0.049,0.000,0.000,0.042,0.000,0.017,0.024,0.012,0.000,0.000,0.024,0.017,0.022
35714,1717.278,0.5904,0.7056,0.214,0.3943,0.4567,25.488,41.582,14.080,24.645,15.251,39.442,15.955,18.463,52.732,43.161,28.005,9.536,32.680,58.127,32.665,100.752,128.013,77.187,27.337,140.928,234.786,254.086,193.349,109.028,0.012,0.012,0.033,0.000,0.019,0.000,0.000,0.018,0.015,0.018,0.000,0.011,0.011,0.000,0.000,0.019,0.019,0.000,0.010,0.000,0.011,0.002,0.000,0.004
40110,299.219,0.6177,0.4202,0.160,0.3417,0.5087,21.735,35.435,8.893,20.208,11.128,19.594,8.342,10.002,29.649,21.377,13.350,4.704,17.258,32.463,2.926,5.140,4.405,2.773,3.697,4.584,7.589,8.151,4.537,1.278,0.000,0.018,0.000,0.003,0.020,0.026,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.008,0.023,0.000,0.005,0.000,0.025,0.000,0.007,0.000,0.000
35728,1719.774,0.5909,0.7054,0.246,0.4821,0.5688,26.371,41.953,14.076,24.797,15.053,39.385,15.332,18.752,52.535,43.185,26.835,10.568,32.896,57.990,32.069,100.386,128.524,78.228,28.595,140.218,235.701,253.273,194.015,109.037,0.016,0.000,0.022,0.000,0.000,0.000,0.008,0.005,0.018,0.000,0.000,0.017,0.034,0.000,0.000,0.017,0.005,0.000,0.058,0.000,0.000,0.007,0.011,0.028
35743,1716.039,0.5905,0.7059,0.117,0.4112,0.5556,25.552,41.417,14.243,24.392,15.425,38.176,15.647,18.967,52.225,43.536,27.497,9.723,32.622,58.083,32.865,100.468,128.588,77.537,27.175,140.826,235.283,253.619,193.320,108.854,0.018,0.000,0.017,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.001,0.000,0.000,0.000,0.021,0.000,0.000,0.016,0.000,0.007,0.022
40132,296.684,0.6173,0.4204,0.225,0.3619,0.4771,21.170,34.913,8.267,20.224,9.557,20.243,7.411,10.728,29.736,21.889,12.866,5.351,17.602,32.316,3.499,5.366,4.862,2.297,4.700,3.805,7.353,8.091,4.128,0.307,0.022,0.000,0.027,0.003,0.020,0.030,0.000,0.022,0.006,0.000,0.007,0.000,0.000,0.000,0.022,0.000,0.000,0.035,0.000,0.000,0.011,0.000,0.019,0.000
40145,643.837,0.5905,0.7065,0.168,0.4190,0.5427,8.738,15.737,5.545,9.354,5.421,15.062,5.568,7.047,19.659,16.008,10.678,3.774,12.200,21.374,11.782,37.512,49.013,28.842,10.304,52.718,88.275,95.448,72.893,40.883,0.000,0.000,0.012,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.015,0.000,0.006,0.043,0.000,0.002,0.000,0.017,0.016,0.000,0.015,0.000,0.006,0.000
35762,1715.336,0.5902,0.7059,0.239,0.3654,0.5310,24.862,42.287,14.340,25.020,15.133,39.618,14.736,17.962,51.720,43.254,28.247,10.118,32.541,57.243,32.891,100.309,127.904,77.814,27.485,140.818,234.826,254.528,193.174,108.506,0.014,0.012,0.000,0.000,0.019,0.018,0.000,0.000,0.012,0.031,0.000,0.020,0.027,0.000,0.018,0.000,0.008,0.000,0.009,0.022,0.009,0.000,0.018,0.000
40159,644.143,0.5901,0.7057,0.183,0.3115,0.3138,9.659,15.398,5.558,9.255,5.974,14.741,5.592,6.768,18.856,16.119,9.870,3.915,12.983,22.408,13.201,37.129,48.308,28.948,10.060,52.668,88.644,95.644,71.677,40.773,0.080,0.000,0.013,0.030,0.000,0.017,0.000,0.000,0.000,0.020,0.004,0.000,0.000,0.000,0.000,0.000,0.002,0.008,0.000,0.000,0.002,0.000,0.000,0.007
35776,1716.833,0.5904,0.7058,0.188,0.4097,0.4988,25.273,41.464,14.833,25.204,15.346,39.463,14.574,18.828,52.132,42.832,27.834,10.532,32.372,57.934,32.066,100.394,128.548,77.149,27.032,141.126,235.383,254.128,193.562,108.821,0.000,0.013,0.000,0.002,0.017,0.000,0.000,0.028,0.012,0.016,0.013,0.007,0.007,0.020,0.001,0.034,0.000,0.000,0.000,0.013,0.000,0.006,0.000,0.000
40172,643.543,0.5902,0.7068,0.220,0.3351,0.4913,9.407,15.749,6.317,9.001,4.925,14.875,5.384,6.458,19.340,15.394,9.974,3.802,12.355,22.227,12.868,37.452,48.315,29.134,9.983,52.730,88.372,95.668,72.528,41.284,0.021,0.001,0.012,0.016,0.000,0.051,0.000,0.000,0.003,0.030,0.005,0.008,0.000,0.018,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.020
35790,1713.819,0.5901,0.7059,0.256,0.4080,0.5299,25.458,42.020,14.166,24.869,14.817,39.773,14.547,18.425,51.742,43.501,27.483,9.779,31.608,57.477,32.912,100.770,129.090,77.780,27.551,140.049,235.106,253.802,193.220,107.874,0.000,0.016,0.036,0.000,0.024,0.006,0.014,0.001,0.045,0.001,0.000,0.000,0.006,0.000,0.010,0.000,0.007,0.002,0.000,0.000,0.045,0.043,0.000,0.000
40193,642.659,0.5898,0.7070,0.172,0.3178,0.5549,9.604,15.532,4.962,9.322,5.367,14.622,5.665,6.604,19.257,16.146,10.197,3.761,12.220,21.212,12.511,38.068,47.894,29.300,10.474,52.901,88.578,95.847,72.582,40.034,0.016,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.024,0.035,0.024,0.013,0.000,0.000,0.011,0.000,0.000,0.000,0.011,0.000,0.002,0.018,0.008
35804,1395.646,0.5459,0.7567,0.204,0.4076,0.5766,6.185,12.030,7.225,7.494,7.048,26.108,8.592,8.377,26.735,29.017,18.277,6.270,16.368,28.882,46.862,101.141,87.753,38.526,10.865,241.762,290.468,206.972,113.785,48.905,0.000,0.000,0.010,0.008,0.034,0.000,0.000,0.000,0.004,0.000,0.041,0.011,0.000,0.000,0.011,0.022,0.004,0.000,0.000,0.000,0.000,0.000,0.037,0.023
